nombre;codigo_local;provincia;distrito;centro_poblado;direccion;tipo_gestion
080 TESORITOS DE MARIA;280005;Chiclayo;Picsi;PICSI;AVENIDA REAL 100;Pública
133;280010;Chiclayo;Picsi;CAPOTE;CALLE LAS PALMERAS S/N;Pública
10012 MANUEL AMADOR FORTUNATO GUERRERO TORRES;280034;Chiclayo;Picsi;PICSI;JIRON CHICLAYO S/N;Pública
11134;280048;Chiclayo;Picsi;CAPOTE;CALLE PRIMAVERA S/N;Pública
FELIPE SANTIAGO SALAVERRY;280053;Chiclayo;Picsi;PICSI;CALLE SAN ISIDRO CUADRO 2;Pública
11520;280067;Chiclayo;Picsi;CAPOTE;ANEXO SAN MIGUEL;Privada
060;280072;Chiclayo;Picsi;SAN MIGUEL;SAN MIGUEL;Privada
075;280086;Chiclayo;Picsi;VISTA FLORIDA;VISTA FLORIDA;Privada
020 VIRGEN DE LAS MERCEDES;280091;Chiclayo;Pimentel;PIMENTEL;CALLE LAMBAYEQUE 124;Pública
10005 SANTA ROSA DE LIMA;280109;Chiclayo;Pimentel;PIMENTEL;AVENIDA JOSE LEONARDO ORTIZ S/N;Pública
10014 SAN MARTIN DE PORRES;280114;Chiclayo;Pimentel;PIMENTEL;CALLE LEONARDO ORTIZ 300;Pública
10016 SANTISIMA VIRGEN DEL CARMEN;280128;Chiclayo;Pimentel;ALTO PERU;JIRON LOS GERANIOS S/N;Pública
11013 SAN ISIDRO;280133;Chiclayo;Pimentel;LA GARITA;CARRETERA LA GARITA KM 7.5;Pública
MANUEL GONZALES PRADA;280147;Chiclayo;Pimentel;PIMENTEL;CALLE BAYOVAR S/N;Pública
ELIAS AGUIRRE;280152;Chiclayo;Pimentel;PIMENTEL;CARRETERA A PIMENTEL KM. 10;Pública
070 ANGELITOS DE JESUS;280185;Chiclayo;Pimentel;AVILA MORON;JIRON AVILA MORON MZ V LOTE 1;Pública
073;280190;Chiclayo;Pimentel;DALORSO;AVENIDA LOS LAURELS S/N;Pública
11256 FERMIN AVILA MORON;280208;Chiclayo;Pimentel;FERMIN AVILA MORON;CARRETERA FERMIN AVILA MORON MZ D LOTE 18;Pública
079 VIRGEN MORENA DE GUADALUPE;280213;Chiclayo;Pimentel;LA PRADERA;LA PRADERA - PIMENTEL MZ C;Pública
JESUS DE NAZARETH;280246;Chiclayo;Pimentel;PIMENTEL;CALLE LIMA 448;Privada
SAN AGUSTIN;280251;Chiclayo;Pimentel;LA GARITA;CARRETERA A PIMENTEL KM 8;Privada
SANTA ISABEL;280265;Chiclayo;Pimentel;PIMENTEL;CALLE LAMBAYEQUE 312;Privada
NUESTRA SEÑORA DE FATIMA;280270;Chiclayo;Pimentel;PIMENTEL;CALLE TORREZ PAZ 421;Privada
MONSEÑOR MOISES SABOGAL;280289;Chiclayo;Pimentel;PIMENTEL;CALLE FRANCISCO ZELA 143;Privada
ALGARROBOS;280294;Chiclayo;Pimentel;PIMENTEL;CARRETERA A PIMENTEL KM 7.5;Privada
SANTA MARIA DE LA PAZ;280307;Chiclayo;Pimentel;PIMENTEL;CALLE LAMBAYEQUE 161;Privada
CARMELITAS DE PIMENTEL;280312;Chiclayo;Pimentel;PIMENTEL;CHICLAYO 408;Privada
BOSTON COLLEGE;280331;Chiclayo;Chiclayo;CHICLAYO;CALLE ALFONSO UGARTE 626;Privada
019 MARIA ISABEL BURGOS DE OLIVA;280345;Chiclayo;Reque;REQUE;AVENIDA SANTA ROSA 316;Pública
10043;280350;Chiclayo;Reque;PUERTO ARTURO;CALLE MIGUEL GRAU 155;Pública
10050;280369;Chiclayo;Reque;REQUE;CALLE ELIAS AGUIRRE 106;Pública
10051 SAN MARTIN DE THOURS;280374;Chiclayo;Reque;LA ESPERANZA;CALLE BALTA S/N;Pública
10052;280388;Chiclayo;Reque;REQUE;CALLE SANTA ROSA 205;Pública
10838;280393;Chiclayo;Reque;MONTE GRANDE;MONTE GRANDE;Pública
DIEGO FERRE;280406;Chiclayo;Reque;REQUE;AVENIDA LA MARINA 100;Pública
11259;280411;Chiclayo;Reque;HACIENDA MIRAFLORES;MIRAFLORES;Pública
316 DISCIPULOS DE JESUS;280425;Chiclayo;Reque;LAS DELICIAS;MZ F LOTE 15;Pública
11270;280430;Chiclayo;Reque;LA CALERA II;CARRETERA CALERITA II S/N;Pública
SAN MARTIN DE PORRES;280449;Chiclayo;Reque;REQUE;PROLONGACION REAL;Privada
SAN FRANCISCO SOLANO;280454;Chiclayo;Reque;REQUE;CALLE REAL 154;Privada
ANA DE LOS ANGELES;280468;Chiclayo;Reque;DIEGO FERRE;CALLE DIEGO FERRE MZ D LOTE 8;Privada
ROMA LEE COURVISIER;280473;Chiclayo;Reque;LAS DELICIAS;CARRETERA A REQUE KM 13;Privada
ESADE HISPANO AMERICANA;280487;Chiclayo;Reque;REQUE;CALLE SANTA ROSA S/N;Privada
023 SEMILLITAS DEL SABER;280492;Chiclayo;Santa Rosa;SANTA ROSA;CALLE 7 DE JUNIO 515;Pública
10017;280500;Chiclayo;Santa Rosa;SANTA ROSA;AVENIDA ELIBERTO CASAS 131;Pública
10018;280519;Chiclayo;Santa Rosa;SANTA ROSA;AVENIDA LUIS HUAMANCHUMO VENEGAS S/N;Pública
JOSE OLAYA BALANDRA;280524;Chiclayo;Santa Rosa;SANTA ROSA;PRLG MICAELA BASTIDAS;Pública
ISABEL LA CATOLICA;280543;Chiclayo;Santa Rosa;SANTA ROSA;CALLE GRAU 317;Privada
SAN PEDRO;280557;Chiclayo;Santa Rosa;SANTA ROSA;CALLE REAL 568;Privada
MIGUEL ECHARRI GRACIARENA;280562;Chiclayo;Pimentel;PIMENTEL;CALLE ALTO PERU CALLE LIMA 781;Privada
SAN LUIS;280576;Chiclayo;Santa Rosa;SANTA ROSA;CALLE MIGUEL GRAU 317;Privada
ANTARES;280581;Chiclayo;Santa Rosa;SANTA ROSA;CALLE TACNA 475;Privada
017;280595;Chiclayo;Zaña;ZAÑA;CALLE HURTADO DE MENDOZA S/N;Pública
10020;280604;Chiclayo;Zaña;ZAÑA;AVENIDA SAN AGUSTIN S/N;Pública
11528 SEÑOR DE SIPAN;280618;Chiclayo;Zaña;SIPAN;AVENIDA LOS ANDES S/N;Pública
11115;280623;Chiclayo;Zaña;LA OTRA BANDA;LA OTRA BANDA;Pública
10901;280637;Chiclayo;Zaña;COLLIQUE BAJO;COLLIQUE BAJO;Pública
10974;280642;Chiclayo;Zaña;SAN NICOLAS;CARRETERA SAN NICOLAS;Pública
11199;280656;Chiclayo;Zaña;POPAN BAJO;POPAN BAJO;Pública
11527 ANTONIO RAIMONDI DELL ACQUA;280661;Chiclayo;Zaña;SALTUR;AVENIDA POMALCA 94;Pública
SANTO TORIBIO DE MOGROVEJO;280675;Chiclayo;Zaña;ZAÑA;CALLE MANUEL SEOANE S/N;Pública
LA MAGNIFICAT;280680;Chiclayo;Zaña;ZAÑA;CALLE INDEPENDENCIA 781;Privada
050 SAN JUAN;280703;Chiclayo;Zaña;SALTUR;AVENIDA POMALCA S/N;Pública
027 EMILIA BARCIA BONIFFATTI;280722;Chiclayo;Cayaltí;COJAL;PARQUE CESAR VALLEJO S/N;Pública
11198;280736;Chiclayo;Cayaltí;CAFETAL;CAFETAL;Pública
11154;280741;Chiclayo;Cayaltí;POPAN ALTO;POPAN ALTO;Pública
11067 JOSE A. QUIÑONES GONZALES;280755;Chiclayo;Cayaltí;LA AVIACION;CARRETERA SECTOR CAMPO LA AVIACION S/N;Pública
11084 SAN JUAN BAUTISTA;280760;Chiclayo;Cayaltí;CAYALTI;CALLE EL PALMO S/N;Pública
11173 VICTOR HAYA DE LA TORRE;280779;Chiclayo;Cayaltí;GUAYAQUIL;CARRETERA A OYOTUN KM. 8;Pública
11204;280798;Chiclayo;Cayaltí;LA CURVA;LA CURVA;Pública
11526 JESUS ALFONSO TELLO MARCHENA;280802;Chiclayo;Cayaltí;COJAL;AVENIDA CHICLAYO S/N;Pública
SAN MARTIN DE PORRAS;280816;Chiclayo;Cayaltí;CAYALTI;AVENIDA PASEO LA REFORMA S/N;Pública
FERNANDO ROSSI EMANUELLI;280859;Chiclayo;Cayaltí;CAYALTI;NUEVA URB CAYALTI;Privada
009 CARMEN UCEDA SANCHEZ;280864;Chiclayo;Cayaltí;CAYALTI;CALLE PROGRESO 16;Pública
11525 MELCHORA BARRERA DE ASPILLAGA;280883;Chiclayo;Cayaltí;CAYALTI;AVENIDA PASEO LA REFORMA S/N;Pública
ELSA GMEINER;280897;Chiclayo;Chiclayo;CHICLAYO;CALLE PARIS 273;Pública
11524 GREGORIO RAMIREZ FANING;280901;Chiclayo;Cayaltí;CAYALTI;AVENIDA PASEO LA REFORMA S/N;Pública
109;280915;Chiclayo;Pátapo;POSOPE ALTO;CALLE SANTA ROSA S/N SECTOR B;Pública
114 CARITAS DE ANGEL;280920;Chiclayo;Pátapo;POSOPE ALTO;CALLE MIGUEL GRAU SECTOR 1;Pública
10075 MARIA TERESA MONTALVO GARCIA;280939;Chiclayo;Pátapo;PAMPA LA VICTORIA;AVENIDA TUPAC AMARU S/N;Pública
10846;280944;Chiclayo;Pátapo;POSOPE ALTO;CALLE JAVIER HERAUD S/N;Pública
JOSE DOMINGO ATOCHE;280958;Chiclayo;Pátapo;PATAPO;PATAPO;Pública
GREGORIO ODAR MORE;280963;Chiclayo;Pátapo;LA CRIA;AVENIDA TUPAC AMARU S/N;Pública
LUIS NEGREIROS VEGA;280977;Chiclayo;Pátapo;POSOPE ALTO;CALLE MICAELA BASTIDAS;Pública
SAN MARTIN DE PORRES;280982;Chiclayo;Pátapo;PATAPO;CALLE LOS CHALETS 3;Privada
11512;280996;Chiclayo;Pátapo;LA CRIA;LA ACEQUIA;Pública
054 NUESTRA SEÑORA DE LA PAZ;281000;Chiclayo;Pátapo;PATAPO;CALLE EL TAMBO S/N;Pública
059 SANTA TERESA DE JESUS;281038;Chiclayo;Pátapo;LA CRIA;CALLE 28 DE JULIO MZ N LOTE 9;Pública
11570;281043;Chiclayo;Pátapo;CONCHUCOS;CONCHUCOS;Privada
026 CONCHUCOS;281062;Chiclayo;Pátapo;CONCHUCOS;CALLE REAL S/N;Privada
116 LOS HIJOS DE MARIA;281076;Chiclayo;Pomalca;SAN ANTONIO;SAN ANTONIO;Pública
165 ANGEL;281081;Chiclayo;Pomalca;COLLUD;COLLUD;Pública
11224;281095;Chiclayo;Pomalca;BORO;MZ A LOTE 13 - A;Pública
11225 MIGUEL CERVANTES SAAVEDRA;281104;Chiclayo;Chiclayo;CHICLAYO;AVENIDA FRANCISCO BOLOGNESI CUADRA 8;Pública
11252;281118;Chiclayo;Pomalca;POMALCA;AVENIDA COSTA RICA S/N;Pública
OCTAVIO CAMPOS OTOLEAS;281123;Chiclayo;Pomalca;POMALCA;CARRETERA POMALCA KM 5;Pública
051 SAN GABRIEL;281142;Chiclayo;Pomalca;POMALCA;MZ 3F LOTE 5;Pública
11501;281156;Chiclayo;Pomalca;POMALCA;AVENIDA APOLINARIO SALCEDO S/N;Pública
11521 MARIA DE LOURDES;281161;Chiclayo;Pomalca;POMALCA;CALLE APOLINARIO SALCEDO MZ A SECTOR 8;Pública
11556 DANIEL ALCIDES CARRION;281175;Chiclayo;Pomalca;COLLUD;JIRON RAMONL CASTILLA S/N;Pública
11558;281180;Chiclayo;Pomalca;VENTARRON;VENTARRON;Pública
11560;281199;Chiclayo;Pomalca;SAMAN;JIRON JORGE CHAVEZ S/N;Pública
GABRIELA MISTRAL;281203;Chiclayo;Pomalca;POMALCA;CALLE LEONCIO PRADO 16;Privada
REYNA DE LOS ANGELES;281217;Chiclayo;Pomalca;POMALCA;CASA HUERTA 03;Privada
MI MUNDO FELIZ;281236;Chiclayo;Pomalca;POMALCA;AVENIDA JORGE CHAVEZ 037;Privada
NUEVO AMANECER;281241;Chiclayo;Pomalca;POMALCA;AVENIDA JORGE CHAVEZ 122;Privada
CESAR VALLEJO MENDOZA;281260;Chiclayo;Pomalca;POMALCA;JIRON APOLINARIO S/N;Privada
11575 NUESTRA SEÑORA DE LA PAZ;281279;Chiclayo;Pomalca;CASA DE MADERA;CASA DE MADERA S/N;Pública
071 SANTA TERESITA;281298;Chiclayo;Pucalá;CABALLO BLANCO;CABALLO BLANCO;Pública
10841 JOSE CARLOS MARIATEGUI;281302;Chiclayo;Pucalá;COLLIQUE ALTO;COLLIQUE ALTO;Pública
10990;281316;Chiclayo;Pucalá;CABALLO BLANCO;CARRETERA CABALLO BLANCO;Pública
ANDRES BARON BERRIOS;281321;Chiclayo;Pucalá;CABALLO BLANCO;CARRETERA CABALLO BLANCO S/N;Pública
11502 INCA GARCILAZO DE LA VEGA;281335;Chiclayo;Pucalá;PACHERREZ;AVENIDA TUPAC AMARU S/N;Pública
055 DIVINO NIÑO DEL MILAGRO;281340;Chiclayo;Pucalá;PUCALA;JIRON PROLONGACION SOLIDEX 014;Pública
11522 MIGUEL GRAU;281364;Chiclayo;Pucalá;PUCALA;AVENIDA AUGUSTO B LEGUIA S/N;Pública
RAMON CASTILLA;281378;Chiclayo;Pucalá;PUCALA;AVENIDA ELIAS AGUIRRE S/N;Pública
181 MI PEQUEÑO GRAN MUNDO;281383;Chiclayo;Tumán;ACAPULCO / TUMAN;ACAPULCO;Pública
10847;281397;Chiclayo;Tumán;VICHAYAL;CALLE SANTA ROSA S/N;Pública
11589 JUAN VELASCO ALVARADO;281415;Chiclayo;Tumán;LUYA;CARRETERA LUYA;Pública
11517 SANTA ANA;281420;Chiclayo;Tumán;TUMAN;AVENIDA RAMON CASTILLA S/N;Pública
061;281439;Chiclayo;Tumán;LA CALERITA;CALLE REAL S/N;Privada
062 LOS NIÑOS DE FATIMA;281444;Chiclayo;Tumán;CALUPE;CALLE REAL S/N;Privada
063 JOYITAS PARA CRISTO;281463;Chiclayo;Tumán;RINCONAZO;CARRETERA RINCONAZO-TUMAN;Privada
064 JESUS Y LOS NIÑOS;281477;Chiclayo;Tumán;LA GRANJA;CALLE SAN MARTIN S/N SECTOR LA GRANJA;Privada
065;281482;Chiclayo;Tumán;ARBULU;ARBULU-TUMAN;Privada
069;281496;Chiclayo;Tumán;SAN JOSE;SAN JOSE-TUMAN;Privada
EDUCAT DIVINA MISERICORDIA;281509;Chiclayo;Tumán;TUMAN;BLOCK 11 1118;Privada
076 MEDALLA MILAGROSA;281514;Chiclayo;Tumán;LUYA;CALLE SAN PABLO S/N;Privada
MI PEQUEÑO HOGAR;281528;Chiclayo;Tumán;TUMAN;BLOCK;Privada
11516;281533;Chiclayo;Tumán;TUMAN;CALLE LIBERTAD S/N;Pública
11515;281547;Chiclayo;Tumán;RINCONAZO;CALLE REAL S/N;Privada
11517 SANTA ANA;281552;Chiclayo;Tumán;TUMAN;AVENIDA RAMON CASTILLA S/N;Pública
11519;281566;Chiclayo;Tumán;LUYA;CALLE REAL;Privada
11559;281571;Chiclayo;Tumán;TRIUNFO;AVENIDA LOS PINOS S/N SECTOR EL TRIUNFO;Pública
TUPAC AMARU;281585;Chiclayo;Tumán;LAS CASUARINAS;CARRETERA LAS CASUARINAS S/N;Pública
VENERABLE FRANCISCO CAMACHO;281613;Chiclayo;Tumán;TUMAN;AVENIDA EL TRABAJO CHALET 1920;Pública
SAN JOAQUIN;281627;Chiclayo;Tumán;TUMAN;BLOCK 1191;Privada
10252;283103;Chiclayo;Pátapo;MESONES MURO;DESAGUADERO;Pública
11265 NUESTRA SEÑORA DEL CARMEN;283117;Chiclayo;Pátapo;EL PROGRESO;PROGRESO;Pública
11120 JOSE A QUIÑONES GONZALES;283122;Chiclayo;Pátapo;LAS CANTERAS;LAS CANTERAS;Pública
10777 NUESTRA SEÑORA DE LA PAZ;296431;Chiclayo;Lagunas;TUPAC AMARU;CALLE FRANCISCO BOLOGNESI 300;Pública
CONSORCIO EDUCATIVO TALENTOS;370553;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE 28 DE JULIO 298;Privada
JESUS DAVID;370925;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON HERNANDO DE SOTO 330;Privada
COAR LAMBAYEQUE;397034;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PROLONGACION BOLOGNESI S/N;Pública
11587 YEHUDE SIMON MUNARO;465711;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;PASAJE LOS NARANJOS 274 MZ E LOTE E;Pública
EL PROGRESO;483965;Chiclayo;Lagunas;MOCUPE;EL PROGRESO S/N;Privada
KINDER COLLEGE SANTA MONICA;507508;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BOLOGNESI 1045;Privada
MARIA CESPEDES SIGNOL;507725;Chiclayo;Pátapo;LAS CANTERAS;LAS CANTERAS S/N;Pública
JUAN MEJIA BACA;507768;Chiclayo;Chiclayo;CHICLAYO;AVENIDA GRAU 157;Privada
AIRALDHI;507792;Chiclayo;Chiclayo;CHICLAYO;CALLE WILFREDO VALDIVIESO 281;Privada
UNIVERSIA;507891;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE SAN SALVADOR 1408;Privada
SAN JUAN BAUTISTA;507909;Chiclayo;Pomalca;POMALCA;CALLE ELVIRA GARCIA Y GARCIA 30;Privada
MARIO PUGA IMAÑA;508310;Chiclayo;Chiclayo;CHICLAYO;CALLE ALCALA 111;Privada
SAN FERNANDO;508334;Chiclayo;Pátapo;PATAPO;CALLE TUPAC AMARU 33;Privada
REGIONAL UNIVERSITARIA PEDRO RUIZ GALLO;509381;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BALTA 160;Privada
SAN JUAN BAUTISTA DE LA SALLE;509418;Chiclayo;Chiclayo;CHICLAYO;CALLE MANCO CERQUERA MENOR 290;Privada
TERESA DE CALCUTA;509442;Chiclayo;La Victoria;LA VICTORIA;PASAJE SANDRA MAGALY MZ F LOTE 15;Privada
YAMPALLEC;509461;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON LOS LAURELES 798;Privada
BAUTISTA LOGOS;510582;Chiclayo;Chiclayo;CHICLAYO;CALLE LA ESPERANZA 135;Privada
HIPOLITO UNANUE;510638;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SAENZ PEÑA 1046;Privada
SANTA ELENA;511162;Chiclayo;Chiclayo;CHICLAYO;CALLE LUIS HEISEN 904;Privada
GEMINIANI COLLEGE;511987;Chiclayo;Pucalá;PUCALA;AVENIDA 9 DE OCTUBRE 100;Privada
MONSEÑOR IGNACIO DE ORBEGOZO;512010;Chiclayo;Chiclayo;CHICLAYO;CIUDAD DEL CHOFER MZ D LOTE 14;Privada
NEWTON KIDS;512086;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE URUGUAY 993;Privada
PINCELADAS;512133;Chiclayo;Chiclayo;LAS DELICIAS;CALLE LAS DELICIAS 150;Privada
STELLA MARIS;512147;Chiclayo;La Victoria;LA VICTORIA;CALLE ANTENOR ORREGO 1842;Privada
MARIA MONTESSORI COLLEGE;513806;Chiclayo;Lagunas;MOCUPE;AVENIDA MIGUEL GRAU 690-700;Privada
ELIEL SCHOOL;513811;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA EL DORADO ESQUINA CON CALLE JUAN PABLO MZ L LOTE 1-2-3;Privada
NUESTRA SEÑORA DE MONTSERRAT;513825;Chiclayo;Pimentel;PIMENTEL;LEONCIO PRADO 421;Privada
ALAS PERUANAS;517480;Chiclayo;La Victoria;LA VICTORIA;CALLE MAYTA CAPAC 1172;Privada
CREANDO SONRISAS;517550;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ZARUMILLA 595;Privada
PARAISO SCHOOL;520760;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE SAN PEDRO 571;Privada
SAN MIGUEL COLLEGUE;521199;Chiclayo;Picsi;PICSI;CALLE MIGUEL GRAU 500;Privada
MI BUEN PASTOR;522293;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA LAS PALMERAS 237;Privada
MARY EMILY;522486;Chiclayo;Reque;REQUE;LOTIZACION SOL DE ORO MZ G;Privada
ANGEL DE LA GUARDA;524918;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO ORELLANA 269;Privada
MISERICORDIA DE JESUS;524923;Chiclayo;Lagunas;NUEVO MOCUPE;AVENIDA PANAMERICANA 257;Privada
ISRAEL;525159;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS TUMBOS 290;Privada
VIRGEN DE FATIMA;525588;Chiclayo;La Victoria;LA VICTORIA;CALLE ANTENOR ORREGO 1455;Privada
MARIA MAGDALENA;525890;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE PANAMA 313;Privada
CORAZON DE JESUS;526007;Chiclayo;Santa Rosa;SANTA ROSA;CALLE NATIVIDAD VALDERA 229;Privada
TALENTUS COLLEGE;526818;Chiclayo;Monsefú;MONSEFU;AVENIDA JOSE QUIÑONES 241;Privada
LOS CIPRESES;526823;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN CUGLIEVAN 968;Privada
MARIA DE ASUNTA;526837;Chiclayo;Pátapo;POSOPE ALTO;AVENIDA LA RIVERA S/N;Privada
173 ANGEL DIVINO;526979;Chiclayo;Lagunas;PUEBLO LIBRE;CARRETERA NUEVO MOCUPE - CANASLOCHE S/N;Pública
SANTA MARGARITA;527356;Chiclayo;Monsefú;MONSEFU;CARRETERA CALLANCA KM 3;Privada
LOS ALAMOS;527889;Chiclayo;La Victoria;LA VICTORIA;AVENIDA UNION 2190;Privada
SANTY SCHOOL;529100;Chiclayo;Santa Rosa;SANTA ROSA;LOTIZACION SOL DE ORO MZ G;Privada
MI NUEVO MUNDO;529341;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS ALUMNOS 120;Privada
ALBERT EINSTEIN COLLEGE;532452;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;MZ J LOTE 34;Privada
FACHSE PEDRO RUIZ GALLO;532466;Chiclayo;Chiclayo;CHICLAYO;CALLE DALLORSO 150;Privada
INTERNACIONAL JESHUA;532471;Chiclayo;Tumán;TUMAN;SECTOR PAMPA EL TORO MZ 23 LOTE 11;Privada
SAN JUAN DE LA SALLE;532485;Chiclayo;Monsefú;MONSEFU;CALLE SAN MARTIN 661;Privada
SANTA MARIA MAZZARELLO;532490;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BALTA 1652;Privada
COLEGIO EMPRESARIAL;533569;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS FAIQUES 149;Privada
JOYITAS DEL REY;533588;Chiclayo;La Victoria;LA VICTORIA;PASAJE INCA ROCA 190;Privada
MAESTRO DIVINO JESUS;536011;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE TAHUANTINSUYO 1232;Privada
GEORGE BUTLER;536959;Chiclayo;Chiclayo;CHICLAYO;CALLE ANDRES RAZURI 185;Privada
HARPER BELL;536964;Chiclayo;Chiclayo;CHICLAYO;AVENIDA GRAU 651;Privada
MI MUNDO MAGICO;536978;Chiclayo;Chiclayo;CHICLAYO;CALLE VALDIVIEZO CUADRA 3;Privada
157;537874;Chiclayo;Lagunas;MONTECRUZ;MONTECRUZ;Pública
118 NIÑO DEL MILAGRO;537888;Chiclayo;Chongoyape;TIERRAS BLANCAS;TIERRAS BLANCAS;Pública
029 VIRGEN DE GUADALUPE;538538;Chiclayo;Nueva Arica;NUEVA ARICA;CALLE NIEPOS S/N;Pública
189 PASTORCITOS DE LA VIRGEN DEL CARMEN;538543;Chiclayo;Cayaltí;LA AVIACION;CARRETERA SECTOR CAMPO LA AVIACION S/N;Pública
SAN ANTONIO DE PADUA;539043;Chiclayo;La Victoria;LA VICTORIA;CALLE LAS ROSAS MZ 15 LOTE 07;Privada
RAYITOS DE LUZ;539415;Chiclayo;Chiclayo;SAN JOSE OBRERO;CALLE TRES 430;Privada
SEÑOR DE LA DIVINA MISERICORDIA;539420;Chiclayo;Pomalca;POMALCA;CALLE DIEGO FERRE SECTOR II MZ A LOTE 10;Privada
ISAAC NEWTON;539665;Chiclayo;Lagunas;MOCUPE;CALLE MIGUEL GRAU S/N;Privada
MIS PRIMERAS TRAVESURAS;539670;Chiclayo;Eten;ETEN;CALLE C. BONILLA 848;Privada
NUESTRO SEÑOR DE LA MISERICORDIA;539854;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE ROMA 125;Privada
ADMIRABLE MAESTRO;542149;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA MEXICO 678;Privada
KITS BELEN;542154;Chiclayo;Oyotún;OYOTUN;CALLE KLINGE 120;Privada
138;542700;Chiclayo;Nueva Arica;CULPON;CULPON;Pública
LUCILA DE LOS ANGELES;543460;Chiclayo;Chiclayo;LA PRIMAVERA;CALLE CANEPA 433;Privada
MANITOS CREATIVAS;544836;Chiclayo;Monsefú;MONSEFU;CALLE MIGUEL GRAU 579;Privada
032;549056;Chiclayo;Chiclayo;LOS JARDINES DE SANTA ROSA;CALLE VII MZ J;Pública
HAPPY BABYS;549443;Chiclayo;La Victoria;LA VICTORIA;CALLE ORFEBRES . 279 MZ E LOTE 01;Privada
COLLEGE INGENIERIA;552096;Chiclayo;Tumán;TUMAN;BLOCK 17 1701;Privada
ILUSTRE PEDRO RUIZ GALLO;552100;Chiclayo;Pomalca;POMALCA;MZ B LOTE 13;Privada
JESUS DE NAZARETH;552119;Chiclayo;Chiclayo;CHICLAYO;AVENIDA UNIVERSIDAD DE LIMA 149;Privada
INTERNACIONAL ELIM;552317;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LUIS GONZALES 261;Privada
PERU;552322;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE ARGENTINA 529;Privada
REMIGIO SILVA PIMENTEL;553562;Chiclayo;Pimentel;PIMENTEL;PIMENTEL KM. 9;Privada
11584 ESCUELA CONCERTADA SOLARIS;554019;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;MZ 04 LOTE 1;Pública
131SEMILLITAS DEL EDEN;554024;Chiclayo;Oyotún;LA COMPUERTA;CALLE SAN MARTIN S/N;Pública
ANGELITOS DE JESUS;554038;Chiclayo;Pimentel;LA PRADERA;MZ D LOTE 10;Privada
CRISTO REDENTOR;554057;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ISABEL LA CATOLICA 790;Privada
JUAN XXIII;554062;Chiclayo;Monsefú;MONSEFU;CALLE MARISCAL CASTILLA 504;Privada
SAGRADO JUDAS TADEO;554081;Chiclayo;Pomalca;POMALCA;AVENIDA APOLINARIO SAUCEDO 101;Privada
VIRGEN DE GUADALUPE;554095;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE DEMOCRACIA 521;Privada
EDALTRI COLLEGE;554260;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE FERREÑAFE 123;Privada
DEPORTIVO ADEU;555957;Chiclayo;Chiclayo;CHICLAYO;CALLE DANIEL ALCIDES CARRION 160;Privada
LOS GIRASOLES;556363;Chiclayo;Pomalca;POMALCA;CALLE JOSE SANTOS CHOCANO 029;Privada
SAN JUAN MACIAS;556914;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA LORETO 385;Privada
COLOREANDO;557862;Chiclayo;Santa Rosa;SANTA ROSA;AVENIDA MIGUEL GRAU 345;Privada
CRAYOLAS;557876;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA SAENZ PEÑA 2284;Privada
